ObjectID,GlobalId,Name,Description,ObjectType,Material,Volume (m³),Surface Area (m²),Top Elevation (m),Bottom Elevation (m)
1951172,1V13eTHSz1rx_v3z57AaxR,Basic Wall:_H-BW-1:11694014,N/A,Basic Wall:_H-BW-1,No material assigned,0.13,2.83,12.63,9.00
1951265,1V13eTHSz1rx_v3z57AaxS,Basic Wall:_H-BW-1:11694015,N/A,Basic Wall:_H-BW-1,No material assigned,0.69,9.31,12.63,9.00
1951358,1V13eTHSz1rx_v3z57AaxT,Basic Wall:_H-BW-1:11694016,N/A,Basic Wall:_H-BW-1,No material assigned,0.13,2.83,12.63,9.00
1951451,1V13eTHSz1rx_v3z57Aaq_,Basic Wall:_H-BW-1:11694020,N/A,Basic Wall:_H-BW-1,No material assigned,0.13,2.83,12.63,9.00
1951544,1V13eTHSz1rx_v3z57Aaq$,Basic Wall:_H-BW-1:11694021,N/A,Basic Wall:_H-BW-1,No material assigned,0.69,9.31,12.63,9.00
1951637,1V13eTHSz1rx_v3z57Aaq0,Basic Wall:_H-BW-1:11694022,N/A,Basic Wall:_H-BW-1,No material assigned,0.13,2.83,12.63,9.00
1951730,1V13eTHSz1rx_v3z57Aarj,Basic Wall:_H-BW-1:11694024,N/A,Basic Wall:_H-BW-1,No material assigned,0.13,2.83,12.63,9.00
1951823,1V13eTHSz1rx_v3z57Aark,Basic Wall:_H-BW-1:11694025,N/A,Basic Wall:_H-BW-1,No material assigned,0.20,3.59,12.63,9.00
1951916,1V13eTHSz1rx_v3z57Aarl,Basic Wall:_H-BW-1:11694026,N/A,Basic Wall:_H-BW-1,No material assigned,0.13,2.83,12.63,9.00
1952009,1V13eTHSz1rx_v3z57Aam6,Basic Wall:_H-BW-1:11694032,N/A,Basic Wall:_H-BW-1,No material assigned,0.13,2.83,12.63,9.00
1952102,1V13eTHSz1rx_v3z57Aam7,Basic Wall:_H-BW-1:11694033,N/A,Basic Wall:_H-BW-1,No material assigned,0.20,3.59,12.63,9.00
1952195,1V13eTHSz1rx_v3z57AanD,Basic Wall:_H-BW-1:11694035,N/A,Basic Wall:_H-BW-1,No material assigned,0.13,2.83,12.63,9.00
1952288,1V13eTHSz1rx_v3z57AanE,Basic Wall:_H-BW-1:11694036,N/A,Basic Wall:_H-BW-1,No material assigned,0.20,3.59,12.63,9.00
1952381,1V13eTHSz1rx_v3z57AaoL,Basic Wall:_H-BW-1:11694043,N/A,Basic Wall:_H-BW-1,No material assigned,0.13,2.83,12.63,9.00
1952474,1V13eTHSz1rx_v3z57Aap9,Basic Wall:_H-DW-1_12 cm:11694045,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.13,3.12,12.63,9.00
1952560,1V13eTHSz1rx_v3z57AapA,Basic Wall:_H-DW-1_12 cm:11694046,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.09,2.37,12.63,9.00
1952646,1V13eTHSz1rx_v3z57AagE,Basic Wall:_H-DW-1_12 cm:11694053,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.09,2.37,12.63,9.00
1952732,1V13eTHSz1rx_v3z57AagR,Basic Wall:_H-DW-1_12 cm:11694054,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.46,8.75,12.63,9.00
1952818,1V13eTHSz1rx_v3z57Aaaw,Basic Wall:_H-DW-1_12 cm:11694056,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.05,1.70,12.63,9.00
1952904,1V13eTHSz1rx_v3z57Aabk,Basic Wall:_H-DW-1_12 cm:11694057,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.13,3.12,12.63,9.00
1952990,1V13eTHSz1rx_v3z57AaUo,Basic Wall:_H-DW-1_12 cm:11694065,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.46,8.75,12.63,9.00
1953076,1V13eTHSz1rx_v3z57AaU9,Basic Wall:_H-DW-1_12 cm:11694066,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.09,2.37,12.63,9.00
1953162,1V13eTHSz1rx_v3z57AaRm,Basic Wall:_H-DW-1_12 cm:11694070,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.09,2.37,12.63,9.00
1953248,1V13eTHSz1rx_v3z57AaR8,Basic Wall:_H-DW-1_12 cm:11694071,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.51,9.65,12.63,9.00
1953334,1V13eTHSz1rx_v3z57AaKi,Basic Wall:_H-DW-1_12 cm:11694072,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.03,1.47,12.63,9.00
1953420,1V13eTHSz1rx_v3z57AaMG,Basic Wall:_WC_L1 - PVC CLINIC:11694075,N/A,Basic Wall:_WC_L1 - PVC CLINIC,No material assigned,0.29,6.53,11.70,9.00
1953512,1V13eTHSz1rx_v3z57AaNe,Basic Wall:_WC_L1 - PVC CLINIC:11694076,N/A,Basic Wall:_WC_L1 - PVC CLINIC,No material assigned,0.05,1.66,11.70,9.00
1953604,1V13eTHSz1rx_v3z57AaNA,Basic Wall:_WC_L1 - PVC CLINIC:11694077,N/A,Basic Wall:_WC_L1 - PVC CLINIC,No material assigned,0.05,1.66,11.70,9.00
1953696,1V13eTHSz1rx_v3z57AaNV,Basic Wall:_WC_L1 - PVC CLINIC:11694078,N/A,Basic Wall:_WC_L1 - PVC CLINIC,No material assigned,0.29,6.53,11.70,9.00
1953788,1V13eTHSz1rx_v3z57AaDc,Basic Wall:_H-DW-1_12 cm:11694080,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.13,3.12,12.63,9.00
1953874,1V13eTHSz1rx_v3z57AaDd,Basic Wall:_H-DW-1_12 cm:11694081,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.09,2.37,12.63,9.00
1953960,1V13eTHSz1rx_v3z57AaBo,Basic Wall:_H-DW-1_12 cm:11694085,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.09,2.37,12.63,9.00
1954046,1V13eTHSz1rx_v3z57AaBB,Basic Wall:_H-DW-1_12 cm:11694086,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.42,8.04,12.33,9.00
1954132,1V13eTHSz1rx_v3z57Aa4X,Basic Wall:_H-DW-1_12 cm:11694087,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.09,2.37,12.63,9.00
1954218,1V13eTHSz1rx_v3z57Ab$E,Basic Wall:_H-DW-1_12 cm:11694318,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.09,2.37,12.63,9.00
1954304,1V13eTHSz1rx_v3z57Abub,Basic Wall:_H-DW-1_12 cm:11694341,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.13,3.12,12.63,9.00
1954390,1V13eTHSz1rx_v3z57Abrc,Basic Wall:_H-DW-1_12 cm:11694662,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.46,8.75,12.63,9.00
1954476,1V13eTHSz1rx_v3z57Abry,Basic Wall:_H-DW-1_12 cm:11694684,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.09,2.37,12.63,9.00
1954562,1V13eTHSz1rx_v3z57Abns,Basic Wall:_H-BW-2:11694934,N/A,Basic Wall:_H-BW-2,No material assigned,0.03,1.40,12.63,9.00
1954655,1V13eTHSz1rx_v3z57AbnK,Basic Wall:_H-BW-2:11694964,N/A,Basic Wall:_H-BW-2,No material assigned,0.13,3.49,12.63,9.00
1954748,1V13eTHSz1rx_v3z57AboN,Basic Wall:_WC_C3 - Ceramic standard:11695031,N/A,Basic Wall:_WC_C3 - Ceramic standard,No material assigned,0.23,5.24,11.70,9.00
1954840,1V13eTHSz1rx_v3z57AbpR,Basic Wall:_WC_C3 - Ceramic standard:11695099,N/A,Basic Wall:_WC_C3 - Ceramic standard,No material assigned,0.08,2.22,11.70,9.00
1954932,1V13eTHSz1rx_v3z57Abin,Basic Wall:_WC_C3 - Ceramic standard:11695121,N/A,Basic Wall:_WC_C3 - Ceramic standard,No material assigned,0.35,7.76,11.70,9.00
1955024,1V13eTHSz1rx_v3z57Abi6,Basic Wall:_WC_C3 - Ceramic standard:11695142,N/A,Basic Wall:_WC_C3 - Ceramic standard,No material assigned,0.08,2.22,11.70,9.00
1955116,1V13eTHSz1rx_v3z57Abjq,Basic Wall:_WC_C3 - Ceramic standard:11695188,N/A,Basic Wall:_WC_C3 - Ceramic standard,No material assigned,0.09,2.33,11.70,9.00
1955208,1V13eTHSz1rx_v3z57AbjB,Basic Wall:_WC_C3 - Ceramic standard:11695211,N/A,Basic Wall:_WC_C3 - Ceramic standard,No material assigned,0.08,2.22,11.70,9.00
1955300,1V13eTHSz1rx_v3z57Abe9,Basic Wall:_H-BW-1 + H-WL-1:11695401,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,0.15,3.06,12.63,9.00
1955393,1V13eTHSz1rx_v3z57AbeP,Basic Wall:_H-BW-1 + H-WL-1:11695417,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,0.80,9.59,12.63,9.00
1955486,1V13eTHSz1rx_v3z57Abff,Basic Wall:_H-BW-1 + H-WL-1:11695433,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,0.15,3.06,12.63,9.00
1955579,1V13eTHSz1rx_v3z57Abgn,Basic Wall:_WC_C3 - Ceramic standard:11695505,N/A,Basic Wall:_WC_C3 - Ceramic standard,No material assigned,0.08,2.22,11.70,9.00
1955671,1V13eTHSz1rx_v3z57Abg8,Basic Wall:_WC_C3 - Ceramic standard:11695528,N/A,Basic Wall:_WC_C3 - Ceramic standard,No material assigned,0.31,7.04,11.70,9.00
1955763,2GmSymj3LC$PjfTVUDCXI6,Basic Wall:_WC_C3 - Ceramic standard:11697505,N/A,Basic Wall:_WC_C3 - Ceramic standard,No material assigned,0.09,2.33,11.70,9.00
1955855,2GmSymj3LC$PjfTVUDCXIJ,Basic Wall:_WC_C3 - Ceramic standard:11697524,N/A,Basic Wall:_WC_C3 - Ceramic standard,No material assigned,0.03,1.16,11.70,9.00
1955947,3PX8zkBPX11BXBrI2ks2xQ,Basic Wall:_H-DW-1_12 cm:11697806,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1956033,3PX8zkBPX11BXBrI2ks2xo,Basic Wall:_H-DW-1_12 cm:11697830,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.15,3.54,17.13,13.00
1956119,3PX8zkBPX11BXBrI2ks2zG,Basic Wall:_H-DW-1_12 cm:11697924,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1956205,3PX8zkBPX11BXBrI2ks2zF,Basic Wall:_H-DW-1_12 cm:11697947,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.16,3.75,17.13,13.00
1956291,3PX8zkBPX11BXBrI2ks2$H,Basic Wall:_H-DW-1_12 cm:11698053,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1956377,3PX8zkBPX11BXBrI2ks2$8,Basic Wall:_H-DW-1_12 cm:11698076,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.16,3.75,17.13,13.00
1956463,3PX8zkBPX11BXBrI2ksD7b,Basic Wall:_H-DW-1_12 cm:11698609,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1956549,3PX8zkBPX11BXBrI2ksD6G,Basic Wall:_H-DW-1_12 cm:11698628,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1956635,3PX8zkBPX11BXBrI2ksDDe,Basic Wall:_H-BW-1 + H-WL-1:11699004,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,0.93,11.10,17.23,13.00
1956728,3PX8zkBPX11BXBrI2ksDEt,Basic Wall:_H-BW-1 + H-WL-1:11699171,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,0.19,3.64,17.23,13.00
1956821,3PX8zkBPX11BXBrI2ksDJe,Basic Wall:_H-DW-1_12 cm:11699388,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1956907,3PX8zkBPX11BXBrI2ksDI5,Basic Wall:_H-DW-1_12 cm:11699409,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1956993,3PX8zkBPX11BXBrI2ksDTL,Basic Wall:_H-DW-1_12 cm:11699969,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1957079,3PX8zkBPX11BXBrI2ksDh_,Basic Wall:_H-DW-1_12 cm:11700906,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1957165,3PX8zkBPX11BXBrI2ksDiw,Basic Wall:_H-DW-1_12 cm:11701102,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1957251,3PX8zkBPX11BXBrI2ksDix,Basic Wall:_H-DW-1_12 cm:11701103,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1957337,3PX8zkBPX11BXBrI2ksDmM,Basic Wall:_H-DW-1_12 cm:11701314,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1957423,3PX8zkBPX11BXBrI2ksDm0,Basic Wall:_H-DW-1_12 cm:11701332,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1957509,3PX8zkBPX11BXBrI2ksDre,Basic Wall:_H-DW-1_12 cm:11701564,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1957595,3PX8zkBPX11BXBrI2ksDq6,Basic Wall:_H-DW-1_12 cm:11701586,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1957681,3PX8zkBPX11BXBrI2ksDzs,Basic Wall:_H-DW-1_12 cm:11702050,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.59,11.06,17.13,13.00
1957767,3PX8zkBPX11BXBrI2ksDyI,Basic Wall:_H-DW-1_12 cm:11702086,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.04,1.67,17.13,13.00
1957853,2ztjZ2lu10pfT2jW$4SEy3,Basic Wall:_H-WL-3_10 cm:11702572,N/A,Basic Wall:_H-WL-3_10 cm,No material assigned,0.08,2.58,17.23,13.00
1957940,2ztjZ2lu10pfT2jW$4SExb,Basic Wall:_H-DW-1_12 cm:11702584,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.15,3.63,17.23,13.00
1958026,2ztjZ2lu10pfT2jW$4SEsZ,Basic Wall:_H-BW-1:11702910,N/A,Basic Wall:_H-BW-1,No material assigned,1.03,13.51,17.50,13.00
1958118,2ztjZ2lu10pfT2jW$4SEoX,Basic Wall:_H-DW-2_12 cm FB120':11703164,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.52,9.92,17.13,13.00
1958211,2ztjZ2lu10pfT2jW$4SEnB,Basic Wall:_H-DW-2_12 cm FB120':11703190,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.10,2.69,17.13,13.00
1958304,2ztjZ2lu10pfT2jW$4SEll,Basic Wall:_H-BW-1 + H-WL-1:11703346,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,1.09,12.67,17.13,13.00
1958397,2ztjZ2lu10pfT2jW$4SEOk,Basic Wall:_H-DW-2_12 cm FB120':11704819,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.04,1.67,17.13,13.00
1958490,0zgQR0I9j1AuZMQYvpKM8Y,Basic Wall:_H-DW-2_12 cm FB120':11705105,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.10,2.69,17.13,13.00
1958583,0zgQR0I9j1AuZMQYvpKM8R,Basic Wall:_H-DW-2_12 cm FB120':11705128,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.52,9.92,17.13,13.00
1958676,0zgQR0I9j1AuZMQYvpKMLl,Basic Wall:_H-DW-2_12 cm FB120':11705436,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.10,2.69,17.13,13.00
1958769,0zgQR0I9j1AuZMQYvpKML3,Basic Wall:_H-DW-2_12 cm FB120':11705456,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.59,11.11,17.13,13.00
1958862,0zgQR0I9j1AuZMQYvpKMI1,Basic Wall:_H-DW-2_12 cm FB120':11705778,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.10,2.69,17.13,13.00
1958955,0zgQR0I9j1AuZMQYvpKMJ_,Basic Wall:_H-DW-2_12 cm FB120':11705805,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.52,9.92,17.13,13.00
1959048,0zgQR0I9j1AuZMQYvpKMUv,Basic Wall:_H-DW-1_12 cm:11705994,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1959134,0zgQR0I9j1AuZMQYvpKMUI,Basic Wall:_H-DW-1_12 cm:11706017,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1959220,0zgQR0I9j1AuZMQYvpKMQv,Basic Wall:_H-DW-1_12 cm:11706250,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.67,12.55,17.13,13.00
1959306,0zgQR0I9j1AuZMQYvpKMQ8,Basic Wall:_H-DW-1_12 cm:11706299,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.04,1.67,17.13,13.00
1959392,0zgQR0I9j1AuZMQYvpKLbp,Basic Wall:_H-BW-1 + H-WL-1:11706432,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,0.44,5.45,14.67,13.00
1959485,0zgQR0I9j1AuZMQYvpKLfH,Basic Wall:_H-DW-3_12 cm CH_FB120':11707234,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.10,2.69,17.13,13.00
1959578,0zgQR0I9j1AuZMQYvpKLf9,Basic Wall:_H-DW-3_12 cm CH_FB120':11707258,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.52,9.92,17.13,13.00
1959671,0zgQR0I9j1AuZMQYvpKLgy,Basic Wall:_H-DW-3_12 cm CH_FB120':11707279,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.10,2.69,17.13,13.00
1959764,0zgQR0I9j1AuZMQYvpKLtC,Basic Wall:_H-DW-1_12 cm:11707647,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.15,3.54,17.13,13.00
1959850,0zgQR0I9j1AuZMQYvpKLmz,Basic Wall:_H-DW-1_12 cm:11707662,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1959936,0zgQR0I9j1AuZMQYvpKL_d,Basic Wall:_H-DW-1_12 cm:11708052,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.18,4.05,17.13,13.00
1960022,02jjxRGKb56uJ9KnP6EinD,Basic Wall:_H-DW-1_12 cm:11708348,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.43,8.41,17.13,13.00
1960221,00F7TgHW5AavaqHopiznqM,Basic Wall:_H-DW-2_12 cm FB120':11708699,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.21,4.56,17.13,13.00
1960314,00F7TgHW5AavaqHopiznq$,Basic Wall:_H-DW-2_12 cm FB120':11708722,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.04,1.67,17.13,13.00
1960407,00F7TgHW5AavaqHopiznrM,Basic Wall:_H-DW-1_12 cm:11708763,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.06,2.01,17.13,13.00
1960553,00F7TgHW5AavaqHopiznsc,Basic Wall:_H-DW-1_12 cm:11708843,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.07,2.14,17.13,13.00
1960699,00F7TgHW5AavaqHopiznW6,Basic Wall:_H-DW-1_12 cm:11709451,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.15,3.63,17.23,13.00
1960785,00F7TgHW5AavaqHopiznWI,Basic Wall:_H-DW-1_12 cm:11709471,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.76,17.23,13.00
1960871,00F7TgHW5AavaqHopiznYa,Basic Wall:_H-DW-1_12 cm:11709609,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1960957,00F7TgHW5AavaqHopiznZF,Basic Wall:_H-DW-1_12 cm:11709634,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.15,3.54,17.13,13.00
1961043,00F7TgHW5AavaqHopizneb,Basic Wall:_H-DW-3_12 cm CH_FB120':11709992,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.15,3.54,17.13,13.00
1961136,00F7TgHW5AavaqHopiznex,Basic Wall:_H-DW-3_12 cm CH_FB120':11710006,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.10,2.69,17.13,13.00
1961229,00F7TgHW5AavaqHopiznh6,Basic Wall:_H-DW-1_12 cm:11710155,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1961315,00F7TgHW5AavaqHopiznhK,Basic Wall:_H-DW-1_12 cm:11710169,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1961401,00F7TgHW5AavaqHopiznkZ,Basic Wall:_H-DW-1_12 cm:11710382,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1961487,00F7TgHW5AavaqHopiznko,Basic Wall:_H-DW-1_12 cm:11710399,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1961573,00F7TgHW5AavaqHopizmHO,Basic Wall:_H-DW-1_12 cm:11710549,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1961659,00F7TgHW5AavaqHopizmHy,Basic Wall:_H-DW-1_12 cm:11710577,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1961745,00F7TgHW5AavaqHopizmN3,Basic Wall:_H-DW-1_12 cm:11710926,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1961831,00F7TgHW5AavaqHopizmNf,Basic Wall:_H-DW-1_12 cm:11710948,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1961917,00F7TgHW5AavaqHopizmOj,Basic Wall:_H-DW-1_12 cm:11711008,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1962003,00F7TgHW5AavaqHopizmOi,Basic Wall:_H-DW-1_12 cm:11711009,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1962089,00F7TgHW5AavaqHopizm0u,Basic Wall:_WC_C2 - Ceramic superior:11711541,N/A,Basic Wall:_WC_C2 - Ceramic superior,No material assigned,0.05,1.66,15.70,13.00
1962181,00F7TgHW5AavaqHopizm17,Basic Wall:_WC_C2 - Ceramic superior:11711562,N/A,Basic Wall:_WC_C2 - Ceramic superior,No material assigned,0.11,2.84,15.70,13.00
1962273,00F7TgHW5AavaqHopizm1X,Basic Wall:_WC_L4 - PVC CLINIC BIOCLAD:11711596,N/A,Basic Wall:_WC_L4 - PVC CLINIC BIOCLAD,No material assigned,0.05,1.66,15.70,13.00
1962365,00F7TgHW5AavaqHopizm2F,Basic Wall:_WC_L4 - PVC CLINIC BIOCLAD:11711618,N/A,Basic Wall:_WC_L4 - PVC CLINIC BIOCLAD,No material assigned,0.29,6.53,15.70,13.00
1962457,00F7TgHW5AavaqHopizm2e,Basic Wall:_WC_L2 - PVC Toilet:11711653,N/A,Basic Wall:_WC_L2 - PVC Toilet,No material assigned,0.05,1.66,15.70,13.00
1962549,00F7TgHW5AavaqHopizm2t,Basic Wall:_WC_L2 - PVC Toilet:11711674,N/A,Basic Wall:_WC_L2 - PVC Toilet,No material assigned,0.14,3.45,15.70,13.00
1962641,00F7TgHW5AavaqHopizmB4,Basic Wall:_H-WL-1_3 cm:11712201,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.04,2.74,17.13,13.00
1962727,00F7TgHW5AavaqHopizmnz,Basic Wall:_H-DW-1_12 cm:11712624,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.83,15.24,17.23,13.00
1962813,00F7TgHW5AavaqHopizmoY,Basic Wall:_H-DW-1_12 cm:11712687,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.04,1.71,17.23,13.00
1962899,38wFWLrPv5mRmOIjcbMntg,Basic Wall:_H-DW-1_12 cm:11712801,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.40,7.88,17.13,13.00
1962985,38wFWLrPv5mRmOIjcbMns2,Basic Wall:_H-DW-1_12 cm:11712841,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.15,3.54,17.13,13.00
1963071,38wFWLrPv5mRmOIjcbMn$B,Basic Wall:_H-DW-2_12 cm FB120':11713280,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.10,2.69,17.13,13.00
1963164,38wFWLrPv5mRmOIjcbMn$S,Basic Wall:_H-DW-2_12 cm FB120':11713303,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.52,9.92,17.13,13.00
1963257,38wFWLrPv5mRmOIjcbMnzO,Basic Wall:_H-DW-2_12 cm FB120':11713427,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.10,2.69,17.13,13.00
1963350,38wFWLrPv5mRmOIjcbMnzi,Basic Wall:_H-DW-2_12 cm FB120':11713447,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.52,9.92,17.13,13.00
1963443,38wFWLrPv5mRmOIjcbMnYG,Basic Wall:_H-DW-1_12 cm:11713627,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.10,2.69,17.13,13.00
1963529,38wFWLrPv5mRmOIjcbMnYa,Basic Wall:_H-DW-1_12 cm:11713647,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.52,9.92,17.13,13.00
1963615,38wFWLrPv5mRmOIjcbMndK,Basic Wall:_H-DW-3_12 cm CH_FB120':11713823,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.52,9.92,17.13,13.00
1963708,38wFWLrPv5mRmOIjcbMndu,Basic Wall:_H-DW-3_12 cm CH_FB120':11713843,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.10,2.69,17.13,13.00
1963801,38wFWLrPv5mRmOIjcbMnaH,Basic Wall:_H-DW-2_12 cm FB120':11714010,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.10,2.69,17.13,13.00
1963894,38wFWLrPv5mRmOIjcbMnaz,Basic Wall:_H-DW-2_12 cm FB120':11714038,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.52,9.92,17.13,13.00
1963987,2dsWyYebfFZehkWXQddwax,Basic Wall:_H-DW-1_12 cm:11714197,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.41,7.78,16.83,15.40
1964073,2dsWyYebfFZehkWXQddwkc,Basic Wall:_H-DW-1_12 cm:11714241,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.33,58.09,17.23,13.00
1964159,2dsWyYebfFZehkWXQddwiC,Basic Wall:_H-WL-2_7 cm:11714243,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.23,7.13,17.23,13.00
