ObjectID,GlobalId,Name,Description,ObjectType,Material,Volume (m³),Surface Area (m²),Top Elevation (m),Bottom Elevation (m)
8590,221MCLFBbDFeZzRxZ$VJ58,Basic Wall:_H-DW-4_20 cm RX:950759,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,9.31,97.95,30.63,26.50
20537,0hm9wkFQDCUhp0$WAbu$x2,Basic Wall:_H-DW-1_12 cm:981895,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.53,28.84,30.63,26.50
21967,0j9UzR6OTEle0TLH7AV20Y,Basic Wall:_H-DW-1_12 cm:987201,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.53,46.62,30.63,26.50
33542,36ofPzWcH00RhW$R1ZYfPl,Basic Wall:_H-DW-1_12 cm:997478,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.85,52.30,17.23,13.00
34203,36ofPzWcH00RhW$R1ZYfQp,Basic Wall:_H-DW-1_12 cm:997562,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.37,46.13,17.23,13.00
55920,31GZI9fkj79wvvKiGzZbVR,Basic Wall:_H-DW-1_12 cm:1003871,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.80,32.93,17.23,13.00
56926,31GZI9fkj79wvvKiGzZbTk,Basic Wall:_H-BW-1 + H-WL-1:1004010,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,33.92,337.73,30.73,13.00
68392,3ACWaXQwTA1BFTPL3ce6ix,Basic Wall:_H-WL-2_7 cm:1034189,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,0.18,5.76,17.13,13.00
83548,22sXcGRWf3XeZ9Eel25VCm,Basic Wall:_H-DW-1_12 cm:1071169,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.97,35.12,21.73,17.50
83751,22sXcGRWf3XeZ9Eel25VCV,Basic Wall:_H-DW-1_12 cm:1071214,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.95,20.23,21.73,17.50
84461,22sXcGRWf3XeZ9Eel25V70,Basic Wall:_H-DW-1_12 cm:1071793,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.98,35.14,21.73,17.50
85246,22sXcGRWf3XeZ9Eel25V6W,Basic Wall:_H-DW-1_12 cm:1071825,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.98,35.14,21.73,17.50
97317,16v2Mauj98RAy9lDOYi6kk,Basic Wall:_H-DW-1_12 cm:1080025,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.41,8.13,21.73,17.50
111556,0eUX2YVL5EMAfwQJaD96vk,Basic Wall:_H-DW-1_12 cm:1080576,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.40,8.03,21.68,17.50
153289,3foHaAGGn2bQmg7xXzVtzE,Basic Wall:_H-DW-1_12 cm:1129988,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.41,8.16,21.68,17.50
165099,0VEhyeKJ9EzA2H2vFdn0$E,Basic Wall:_H-BW-1 + H-WL-1:1137349,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,15.19,158.56,20.61,17.43
182989,3uUEdjXwb8ne5c35n3AM2g,Basic Wall:_H-DW-1_12 cm:1181237,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.59,48.11,12.63,9.00
185236,3uUEdjXwb8ne5c35n3APxc,Basic Wall:_H-BW-1 + 2xH-WL-1:1181262,N/A,Basic Wall:_H-BW-1 + 2xH-WL-1,No material assigned,6.22,65.16,12.63,9.00
186995,3uUEdjXwb8ne5c35n3APsv,Basic Wall:_H-BW-1 + 2xH-WL-1:1181282,N/A,Basic Wall:_H-BW-1 + 2xH-WL-1,No material assigned,8.45,91.70,12.63,9.00
252683,0Qn2eSBH91_OQdV0vWq6nE,Basic Wall:_H-DW-1_12 cm:1302854,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.93,36.00,26.18,22.00
279964,35l6pMTzj7kAEIBnuWlYCI,Basic Wall:_H-BW-1:1445455,N/A,Basic Wall:_H-BW-1,No material assigned,17.12,201.35,35.13,31.00
280438,35l6pMTzj7kAEIBnuWlYCe,Basic Wall:_H-BW-1 + H-WL-1:1445458,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,16.00,168.75,35.13,31.00
300341,2gwctvEAT5tuE3tp3k91Wx,Basic Wall:_H-DW-2_12 cm FB120':1559288,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,8.01,138.85,26.23,22.00
305681,2gwctvEAT5tuE3tp3k91rx,Basic Wall:_H-DW-1_12 cm:1559346,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.42,62.61,26.23,22.00
306062,2gwctvEAT5tuE3tp3k91rd,Basic Wall:_H-DW-1_12 cm:1559347,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,4.72,83.60,26.23,22.00
307422,2gwctvEAT5tuE3tp3k91r9,Basic Wall:_H-DW-1_12 cm:1559357,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.53,12.51,26.18,22.00
335425,1r8TVt$2n5cx$JJUFLnuOU,Basic Wall:_H-DW-5_16 cm:1602752,N/A,Basic Wall:_H-DW-5_16 cm,No material assigned,4.74,64.92,39.68,35.50
360887,1h30hxx451zRRWA9Sgpl57,Basic Wall:_H-DW-4_20 cm RX:1807764,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,5.89,63.94,30.68,26.50
362209,2$xJcXGtT2S8tb3$2ugcvi,Basic Wall:_H-DW-1_12 cm:1809152,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.72,15.21,30.68,26.50
374903,3AjmRkZnnD9BcGMgfURMBf,Basic Wall:_H-WL-2_7 cm:1826982,N/A,Basic Wall:_H-WL-2_7 cm,No material assigned,1.93,56.55,17.50,13.00
428346,2EfwTAZQzDjOKkACq9ixh7,Basic Wall:_H-WT-ABC_Facade - 40.0:1931839,N/A,Basic Wall:_H-WT-ABC_Facade - 40.0,No material assigned,55.02,325.68,23.12,8.60
430059,2EfwTAZQzDjOKkACq9ixc0,Basic Wall:_H-WT-ABC_Facade - 40.0:1931893,N/A,Basic Wall:_H-WT-ABC_Facade - 40.0,No material assigned,444.43,2583.32,30.68,8.60
437742,1g3WJVwD1BkOGpGiJPYY5F,Basic Wall:_H-WT-ABC_Facade - 40.0:1964909,N/A,Basic Wall:_H-WT-ABC_Facade - 40.0,No material assigned,238.92,1401.32,59.06,30.86
439614,1g3WJVwD1BkOGpGiJPYY5D,Basic Wall:_H-WT-ABC_Facade - 40.0:1964911,N/A,Basic Wall:_H-WT-ABC_Facade - 40.0,No material assigned,337.65,1943.75,59.06,35.43
443108,2EbCn28kL8ixPm_yPdvqS_,Basic Wall:_H-WT-ABC_Facade - 40.0:2005545,N/A,Basic Wall:_H-WT-ABC_Facade - 40.0,No material assigned,36.29,202.43,30.75,13.00
446164,2t_pXc7_9BKB3KmIh5D4g$,Basic Wall:_H-WT-I_Facade Interior- 18.3cm:2025593,N/A,Basic Wall:_H-WT-I_Facade Interior- 18.3cm,No material assigned,27.78,317.31,26.50,20.20
448535,1StWcUeuD2_vlyYiU8SEJl,Basic Wall:_H-WT-ABC_Facade - 40.0:2088646,N/A,Basic Wall:_H-WT-ABC_Facade - 40.0,No material assigned,28.75,163.09,30.63,13.00
640432,2GjDRrz3z66PjEX83vEHaB,Basic Wall:_H-DW-1_12 cm:2114776,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,11.04,202.02,30.63,26.50
640766,2U_RtGYX9EFBe4GXYLCG$G,Basic Wall:_H-BW-1 + H-WL-1:2117533,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,29.93,301.39,30.73,13.00
641195,2U_RtGYX9EFBe4GXYLCGmw,Basic Wall:_H-BW-1 + H-WL-1:2117534,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,29.54,299.28,30.63,12.93
641375,2U_RtGYX9EFBe4GXYLCGpK,Basic Wall:_H-BW-1:2117535,N/A,Basic Wall:_H-BW-1,No material assigned,2.36,30.01,17.13,13.00
642123,0LS3PuodD26Bv5ha_O_2KI,Basic Wall:_H-BW-1 + H-WL-1:2128697,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,16.53,180.99,30.75,13.00
642679,0LS3PuodD26Bv5ha_O_2KG,Basic Wall:_H-BW-1 + H-WL-1:2128699,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,14.68,159.14,30.73,13.00
644424,19kykgnTfD7uG5bSRObp7z,Basic Wall:_H-BW-1:2140916,N/A,Basic Wall:_H-BW-1,No material assigned,2.73,34.18,20.55,17.43
644916,19kykgnTfD7uG5bSRObpA7,Basic Wall:_H-BW-1:2140925,N/A,Basic Wall:_H-BW-1,No material assigned,2.42,30.80,20.55,17.43
646662,0Y3286xojDwQMe5D8EdbGy,Basic Wall:_H-WT-ABC_Facade - 40.0:2143079,N/A,Basic Wall:_H-WT-ABC_Facade - 40.0,No material assigned,4.01,52.54,30.68,12.93
648577,3cUUV6W7L65vi_O1BpilI_,Basic Wall:_H-BW-1:2150392,N/A,Basic Wall:_H-BW-1,No material assigned,1.84,24.23,17.13,13.00
649345,3$_E$8965DkO49vspB7CE0,Basic Wall:_H-BW-1:2150778,N/A,Basic Wall:_H-BW-1,No material assigned,5.03,61.67,20.60,17.43
649523,3$_E$8965DkO49vspB7DoI,Basic Wall:_H-BW-1:2150783,N/A,Basic Wall:_H-BW-1,No material assigned,2.78,34.75,20.60,17.43
649706,3hITTlbhv0n9xoqH0HZh37,Basic Wall:_H-BW-1:2151821,N/A,Basic Wall:_H-BW-1,No material assigned,10.08,120.51,27.37,24.18
650117,3hITTlbhv0n9xoqH0HZh5g,Basic Wall:_H-BW-1:2151866,N/A,Basic Wall:_H-BW-1,No material assigned,15.34,182.30,27.35,24.18
650391,3hITTlbhv0n9xoqH0HZhBc,Basic Wall:_H-BW-1:2151990,N/A,Basic Wall:_H-BW-1,No material assigned,10.39,124.41,27.35,24.18
650572,3hITTlbhv0n9xoqH0HZh8e,Basic Wall:_H-BW-1:2152184,N/A,Basic Wall:_H-BW-1,No material assigned,9.54,114.42,30.68,27.62
650754,3hITTlbhv0n9xoqH0HZh8g,Basic Wall:_H-BW-1:2152186,N/A,Basic Wall:_H-BW-1,No material assigned,3.49,43.35,30.75,27.56
650934,3hITTlbhv0n9xoqH0HZh8l,Basic Wall:_H-BW-1:2152191,N/A,Basic Wall:_H-BW-1,No material assigned,9.21,110.73,30.58,27.62
651116,3hITTlbhv0n9xoqH0HZhFH,Basic Wall:_H-BW-1:2152193,N/A,Basic Wall:_H-BW-1,No material assigned,5.12,62.49,30.75,27.56
651470,3hITTlbhv0n9xoqH0HZhFn,Basic Wall:_H-BW-1:2152225,N/A,Basic Wall:_H-BW-1,No material assigned,37.50,446.88,30.73,27.55
653422,1qLgU4oWL6yfJTIPprW_gC,Basic Wall:_H-BW-1 + H-WL-1:2159312,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,3.02,34.90,30.63,27.55
660115,1SllVrT1HABBQ0XO2c2o30,Basic Wall:_H-BW-1:2287036,N/A,Basic Wall:_H-BW-1,No material assigned,2.35,29.72,12.58,8.93
662630,1hBINUlvv0bf8FkIbYLxrW,Basic Wall:_H-WT-DEFGHJ_Facade Parking - 26.5 cm:2301137,N/A,Basic Wall:_H-WT-DEFGHJ_Facade Parking - 26.5 cm,No material assigned,73.87,594.98,12.93,7.48
673065,2$DqjlZMP6Ahhph0It5Hsh,Basic Wall:_H-BW-1:3001977,N/A,Basic Wall:_H-BW-1,No material assigned,31.44,371.98,27.35,24.18
675133,0_9UmE1F1DfQW1v6KxNB$O,Basic Wall:_H-BW-1:3039123,N/A,Basic Wall:_H-BW-1,No material assigned,6.91,83.08,17.23,13.00
675358,0_9UmE1F1DfQW1v6KxNB_8,Basic Wall:_H-BW-1 + H-WL-1:3039137,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,3.06,35.24,27.30,24.25
691347,1Rm5hFBhn2Cuu8WUDSD9oC,Basic Wall:_H-DW-5_16 cm:3194155,N/A,Basic Wall:_H-DW-5_16 cm,No material assigned,4.50,62.41,39.63,35.50
694661,1w5II02pX0a8adDwrcppuO,Basic Wall:_H-WT-ABC_Facade - 40.0:3234828,N/A,Basic Wall:_H-WT-ABC_Facade - 40.0,No material assigned,318.85,1845.15,30.75,8.60
709559,1AknspXT10FecnjQwTDEqY,Basic Wall:_H-DW-1_12 cm:3293981,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,3.44,63.55,16.83,13.00
726787,3Q7Cbusr5BiRyG8U7hpDVf,Basic Wall:_Parapet 30 cm:3468363,N/A,Basic Wall:_Parapet 30 cm,No material assigned,2.92,32.43,31.40,30.93
734390,2AUq6EDbT0KxRWINTo2Mt3,Basic Wall:_H-DW-2_12 cm FB120':3616637,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,0.46,8.86,21.73,17.50
761733,3tCMOAs$T7PhlvaIAjDfvG,Basic Wall:_H-BW-1 + H-WL-1:4152864,N/A,Basic Wall:_H-BW-1 + H-WL-1,No material assigned,3.17,34.90,12.63,9.00
768679,0hBECDTqP8Kej7avNuN3di,Basic Wall:_H-BW-1:4193326,N/A,Basic Wall:_H-BW-1,No material assigned,2.25,28.67,17.23,13.00
793170,1R7Nfnyw1CkOVxvRJP_22U,Basic Wall:_H-BW-1:4497412,N/A,Basic Wall:_H-BW-1,No material assigned,5.03,61.64,23.98,20.81
793457,1R7Nfnyw1CkOVxvRJP_23A,Basic Wall:_H-BW-1:4497417,N/A,Basic Wall:_H-BW-1,No material assigned,2.78,34.75,23.98,20.81
794171,1R7Nfnyw1CkOVxvRJP_213,Basic Wall:_H-BW-1:4497439,N/A,Basic Wall:_H-BW-1,No material assigned,2.42,30.80,23.93,20.80
795073,1R7Nfnyw1CkOVxvRJP_2D9,Basic Wall:_H-BW-1:4497504,N/A,Basic Wall:_H-BW-1,No material assigned,2.73,34.18,23.93,20.81
806362,2B9F_YyYP2UxiB0IBMCBmb,Basic Wall:_H-BW-1:4526101,N/A,Basic Wall:_H-BW-1,No material assigned,5.03,61.67,27.35,24.18
806979,2pjMqxuSv9weXyRyP$eEwZ,Basic Wall:_H-BW-1:4526334,N/A,Basic Wall:_H-BW-1,No material assigned,5.03,61.67,30.73,27.55
812079,3FEOGbuhbDoO8E0$WmBTrt,Basic Wall:_H-BW-1:4530355,N/A,Basic Wall:_H-BW-1,No material assigned,2.78,34.75,30.73,27.56
876438,0DbzIGBRv1sOwDu6ZSRApE,Basic Wall:_WC_L1 - PVC CLINIC:4661534,N/A,Basic Wall:_WC_L1 - PVC CLINIC,No material assigned,0.24,5.64,15.70,13.00
944328,0H$KM0sAj5AA0y7LFm0CpW,Basic Wall:_WC_L1 - PVC CLINIC:4682227,N/A,Basic Wall:_WC_L1 - PVC CLINIC,No material assigned,4.97,104.59,15.70,13.00
1047818,0$Lda3esT9O83PGND1PC_y,Basic Wall:_H-WT-DEFGHJ_Facade Parking - 26.5 cm:4913850,N/A,Basic Wall:_H-WT-DEFGHJ_Facade Parking - 26.5 cm,No material assigned,80.61,628.53,30.63,12.60
1172837,2kW1VM53j52gfssVIHehiH,Basic Wall:_H-WL-1_3 cm:5155235,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.08,5.65,30.75,26.50
1293299,2vVyQPNsn1Yw_d5tTG$ijT,Basic Wall:_H-BW-1:5387557,N/A,Basic Wall:_H-BW-1,No material assigned,0.48,7.71,12.63,11.17
1529310,3vk0jDSi17tQX97bSFvKDg,Basic Wall:_H-DW-1_12 cm:7254612,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.40,8.03,21.68,17.50
1602293,227zRGHOP70eDYUlbh57IX,Basic Wall:_H-BW-1:8226728,N/A,Basic Wall:_H-BW-1,No material assigned,1.69,22.50,17.13,13.00
1792104,1IU6KA_BzC6gmdUFEXAdG1,Basic Wall:_H-BW-1:9844332,N/A,Basic Wall:_H-BW-1,No material assigned,4.75,56.59,17.08,11.46
1812487,2oeFUvkIjB8xJvD_rcASRS,Basic Wall:_WC_L4 - PVC CLINIC BIOCLAD:10440569,N/A,Basic Wall:_WC_L4 - PVC CLINIC BIOCLAD,No material assigned,0.76,18.14,42.70,40.00
2022787,12n87iObT81QPgm_RClNxT,Basic Wall:_H-WT-DEFGHJ_Facade Parking - 26.5 cm:12112963,N/A,Basic Wall:_H-WT-DEFGHJ_Facade Parking - 26.5 cm,No material assigned,31.20,269.59,18.00,13.00
2103905,3uMjLfsnjAMgAj4VEX1tlO,Basic Wall:_H-BW-1:12925658,N/A,Basic Wall:_H-BW-1,No material assigned,1.32,17.27,35.18,30.93
2118968,1Eyx41pMv90Ag5VXl5Vt$m,Basic Wall:_H-DW-4_20 cm RX:13601178,N/A,Basic Wall:_H-DW-4_20 cm RX,No material assigned,0.33,5.50,30.68,26.50
2119699,19EgajBVr9WBLA9ojgUJqo,Basic Wall:_H-BW-1:13718745,N/A,Basic Wall:_H-BW-1,No material assigned,11.08,131.32,17.23,13.00
251,3AlktJGwbEdPNi6a$tWrCd,Basic Wall:_H-WL-1_3 cm:626359,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.08,5.81,48.68,44.50
446,3AlktJGwbEdPNi6a$tWrCe,Basic Wall:_H-WL-1_3 cm:626360,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.07,5.11,48.68,44.50
558,3AlktJGwbEdPNi6a$tWrAp,Basic Wall:_H-WL-1_3 cm:626467,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.08,5.81,48.68,44.50
644,3AlktJGwbEdPNi6a$tWrAq,Basic Wall:_H-WL-1_3 cm:626468,N/A,Basic Wall:_H-WL-1_3 cm,No material assigned,0.07,5.11,48.68,44.50
743,3GFKTqIxHDV8ZrFQMJkK6Y,Basic Wall:_H-DW-1_12 cm:879281,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.65,47.78,30.33,26.50
910,3GFKTqIxHDV8ZrFQMJkK0F,Basic Wall:_H-DW-1_12 cm:879388,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.32,23.62,30.68,26.50
997,3GFKTqIxHDV8ZrFQMJkK0p,Basic Wall:_H-DW-1_12 cm:879392,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.32,23.62,30.68,26.50
1216,2IoLg3C_j4hfGVyffEB0r_,Basic Wall:_H-DW-1_12 cm:879687,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,4.46,77.45,30.63,26.50
1302,2IoLg3C_j4hfGVyffEB0rk,Basic Wall:_H-DW-1_12 cm:879703,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.76,49.59,30.63,26.50
1388,2IoLg3C_j4hfGVyffEB0rY,Basic Wall:_H-DW-1_12 cm:879707,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.68,29.73,30.68,26.50
1474,2IoLg3C_j4hfGVyffEB0rc,Basic Wall:_H-DW-1_12 cm:879711,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,5.31,92.12,30.68,26.50
1566,2IoLg3C_j4hfGVyffEB0rU,Basic Wall:_H-DW-3_12 cm CH_FB120':879719,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,3.41,59.48,30.68,26.50
1736,2IoLg3C_j4hfGVyffEB0rM,Basic Wall:_H-DW-1_12 cm:879727,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.33,23.88,30.68,26.50
1822,2IoLg3C_j4hfGVyffEB0rA,Basic Wall:_H-DW-3_12 cm CH_FB120':879731,N/A,Basic Wall:_H-DW-3_12 cm CH_FB120',No material assigned,0.86,15.75,30.68,26.50
1915,2IoLg3C_j4hfGVyffEB0rE,Basic Wall:_H-DW-1_12 cm:879735,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.01,18.29,30.68,26.50
2001,2IoLg3C_j4hfGVyffEB0sY,Basic Wall:_H-DW-1_12 cm:879771,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.53,27.23,30.68,26.50
2087,2IoLg3C_j4hfGVyffEB0sc,Basic Wall:_H-DW-1_12 cm:879775,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.18,4.14,30.68,26.50
2173,2IoLg3C_j4hfGVyffEB0sQ,Basic Wall:_H-DW-1_12 cm:879779,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.24,5.17,30.68,26.50
2259,2IoLg3C_j4hfGVyffEB0sM,Basic Wall:_H-DW-1_12 cm:879791,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.28,5.86,30.68,26.50
2345,2IoLg3C_j4hfGVyffEB0sE,Basic Wall:_H-DW-1_12 cm:879799,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,5.59,98.17,30.68,26.50
2431,2IoLg3C_j4hfGVyffEB0s2,Basic Wall:_H-DW-1_12 cm:879803,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.74,47.90,30.68,26.50
2517,2IoLg3C_j4hfGVyffEB0s6,Basic Wall:_H-DW-1_12 cm:879807,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,5.67,99.57,30.68,26.50
2730,2IoLg3C_j4hfGVyffEB0tw,Basic Wall:_H-DW-1_12 cm:879811,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.21,40.14,30.68,26.50
2885,2IoLg3C_j4hfGVyffEB0t_,Basic Wall:_H-DW-1_12 cm:879815,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,5.67,99.57,30.68,26.50
3082,2IoLg3C_j4hfGVyffEB0to,Basic Wall:_H-DW-1_12 cm:879819,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.65,46.49,30.63,26.50
3168,2IoLg3C_j4hfGVyffEB0ts,Basic Wall:_H-DW-1_12 cm:879823,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,5.57,97.91,30.68,26.50
3254,2IoLg3C_j4hfGVyffEB0tg,Basic Wall:_H-DW-1_12 cm:879827,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,6.95,122.97,30.68,26.50
3502,2IoLg3C_j4hfGVyffEB0tk,Basic Wall:_H-DW-1_12 cm:879831,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.71,47.49,30.68,26.50
3588,2IoLg3C_j4hfGVyffEB0tY,Basic Wall:_H-DW-1_12 cm:879835,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.82,49.35,30.68,26.50
3674,2IoLg3C_j4hfGVyffEB0tc,Basic Wall:_H-DW-1_12 cm:879839,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.54,27.42,30.68,26.50
3760,2IoLg3C_j4hfGVyffEB0tQ,Basic Wall:_H-DW-1_12 cm:879843,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.82,49.35,30.68,26.50
3846,2IoLg3C_j4hfGVyffEB0tU,Basic Wall:_H-DW-1_12 cm:879847,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.38,43.05,30.68,26.50
3932,2IoLg3C_j4hfGVyffEB0tI,Basic Wall:_H-DW-1_12 cm:879851,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.32,40.98,30.68,26.50
4018,2IoLg3C_j4hfGVyffEB0tM,Basic Wall:_H-DW-1_12 cm:879855,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.46,44.23,30.63,26.50
4132,2IoLg3C_j4hfGVyffEB0nT,Basic Wall:_H-DW-2_12 cm FB120':879972,N/A,Basic Wall:_H-DW-2_12 cm FB120',No material assigned,2.88,50.38,30.68,26.50
4294,2IoLg3C_j4hfGVyffEB0oo,Basic Wall:_H-DW-1_12 cm:880011,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.48,43.54,30.33,26.50
4380,2IoLg3C_j4hfGVyffEB0os,Basic Wall:_H-DW-1_12 cm:880015,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.68,13.25,30.68,26.50
4466,2IoLg3C_j4hfGVyffEB0pW,Basic Wall:_H-DW-1_12 cm:880089,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,7.88,137.04,30.63,26.50
4632,2IoLg3C_j4hfGVyffEB0yw,Basic Wall:_H-DW-1_12 cm:880131,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.28,40.13,30.68,26.50
4718,2IoLg3C_j4hfGVyffEB0y_,Basic Wall:_H-DW-1_12 cm:880135,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.43,8.60,30.68,26.50
4804,2IoLg3C_j4hfGVyffEB0yX,Basic Wall:_H-DW-1_12 cm:880152,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.49,9.64,30.68,26.50
4890,2IoLg3C_j4hfGVyffEB0_T,Basic Wall:_H-DW-1_12 cm:880292,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.58,45.28,30.63,26.50
5043,2IoLg3C_j4hfGVyffEB0uB,Basic Wall:_H-DW-1_12 cm:880434,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.13,38.86,30.68,26.50
5129,2IoLg3C_j4hfGVyffEB15L,Basic Wall:_H-WL-2x2_25 cm:880748,N/A,Basic Wall:_H-WL-2x2_25 cm,No material assigned,1.10,11.42,30.68,26.50
5295,2IoLg3C_j4hfGVyffEB10E,Basic Wall:_H-DW-1_12 cm:880951,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.19,38.90,30.68,26.50
5514,2IoLg3C_j4hfGVyffEB13i,Basic Wall:_H-DW-1_12 cm:881109,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.73,47.87,30.63,26.50
5600,2IoLg3C_j4hfGVyffEB1Ds,Basic Wall:_H-DW-1_12 cm:881231,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.87,33.08,30.68,26.50
5686,2IoLg3C_j4hfGVyffEB1Fs,Basic Wall:_H-DW-1_12 cm:881359,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.87,33.00,30.68,26.50
5772,2IoLg3C_j4hfGVyffEB1F4,Basic Wall:_H-DW-1_12 cm:881405,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.21,21.69,30.68,26.50
5858,2IoLg3C_j4hfGVyffEB18H,Basic Wall:_H-DW-1_12 cm:881448,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.21,21.69,30.68,26.50
5944,2IoLg3C_j4hfGVyffEB195,Basic Wall:_H-DW-1_12 cm:881532,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.21,21.69,30.68,26.50
6030,2IoLg3C_j4hfGVyffEB1L_,Basic Wall:_H-DW-1_12 cm:881735,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.21,21.69,30.68,26.50
6116,2IoLg3C_j4hfGVyffEB1NF,Basic Wall:_H-DW-1_12 cm:881910,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,0.87,15.88,30.68,26.50
6202,2IoLg3C_j4hfGVyffEB1Ik,Basic Wall:_H-DW-1_12 cm:882071,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,2.15,39.16,30.68,26.50
6288,2IoLg3C_j4hfGVyffEB1TY,Basic Wall:_H-DW-1_12 cm:882267,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.15,20.65,30.68,26.50
6374,2IoLg3C_j4hfGVyffEB1U0,Basic Wall:_H-DW-1_12 cm:882361,N/A,Basic Wall:_H-DW-1_12 cm,No material assigned,1.15,20.65,30.68,26.50
